,dropout,hidden_layer_width,hidden_layers,l2,lr,mse,trial number
0,0.0019619304694075135,45.0,10.0,0.001,0.018978102556151743,3.41907000541687,66
1,0.0033151127554128523,120.0,6.0,0.001,9.512432998887503e-05,3.055915355682373,35
2,2.7749782486652386e-05,75.0,8.0,0.001,0.0006204751757216431,2.760775566101074,53
3,0.004519468549596617,105.0,4.0,0.001,0.018378879995070017,2.4562437534332275,35
4,0.0052633675603377394,90.0,8.0,0.001,0.005875068905011881,2.960437536239624,39
5,0.001305823212777224,75.0,4.0,0.001,0.0002738608377511109,2.2652056217193604,29
6,0.0005398196843066638,105.0,8.0,0.001,7.466278362487504e-05,2.2901482582092285,93
7,0.022560309725664307,90.0,4.0,0.001,0.00010517157494676014,4.2593488693237305,0
8,0.005999238652783456,120.0,4.0,0.001,0.0011738907879074677,2.7485556602478027,21
9,0.0011139628871454366,45.0,2.0,0.001,0.02365932267162675,2.578151226043701,80
10,0.0019683033398248395,75.0,6.0,0.001,3.882938957442673e-05,2.3489720821380615,35
11,0.0015142739363696034,45.0,10.0,0.001,0.002459677939950227,2.626065254211426,73
12,0.014122636662951882,75.0,8.0,0.001,0.02124463645517321,3.2757863998413086,71
13,8.496655584017132e-05,90.0,8.0,0.001,0.007879680722762558,2.588545322418213,26
14,0.005909225422964459,60.0,4.0,0.001,0.0005602295584128326,2.677846670150757,16
