,dropout,hidden_layer_width,hidden_layers,l2,lr,mse,trial number
0,0.0,60.0,8.0,1.5180435500165207e-06,0.002221256477929471,1.9881843328475952,50
1,0.0,90.0,6.0,1e-06,0.0026118593814130043,1.7771462202072144,98
2,0.0,105.0,8.0,1.659894613627812e-06,0.010152983686714903,1.4341260194778442,36
3,0.0,30.0,6.0,1e-06,0.009563280947667091,1.9482836723327637,8
4,0.0,120.0,6.0,0.09999999999999999,0.02380868229671509,1.9758365154266357,27
5,0.0,60.0,8.0,1e-06,0.00038168892232856485,1.9332566261291504,85
6,0.0,120.0,4.0,1e-06,0.003914544667231646,1.9686475992202759,16
7,0.0,120.0,8.0,1e-06,0.0009640480667514633,1.5779240131378174,81
8,0.0,90.0,4.0,1.4491340559409351e-05,0.005611632958650975,1.9744831323623657,45
9,0.0,45.0,4.0,2.2638809379296626e-05,0.0008414730410747228,1.8128657341003418,20
10,0.0,120.0,4.0,1e-06,0.012865361513517823,1.9978033304214478,49
11,0.0,120.0,2.0,1e-06,0.09999999999999999,1.7008275985717773,47
12,0.0,120.0,4.0,1e-06,0.005754104638844627,1.7543073892593384,81
13,0.0,105.0,6.0,1e-06,0.0038427430397242903,1.6049057245254517,60
14,0.0,90.0,10.0,0.00017479166376018406,0.00845907395152652,1.980392336845398,50
